Character,Country,Popularity_Score,Avg_Episodes_Watched_Per_Year,Merchandise_Revenue_MillionUSD,Popularity_Tier,Revenue_Per_Episode,Character_encoded,Country_encoded
Paw Patrol,India,0.5377455954128586,0.4828614008941878,0.2901889778965924,Medium,0.5997357453194573,4,7
Mr Bean,Canada,0.09424724697678888,0.22652757078986588,0.4689278128079952,Low,2.0609713854901375,3,2
Doraemon,Canada,0.28970375207944266,0.20566318926974664,0.538217274163761,Low,2.6043209536520515,0,2
Peppa Pig,Italy,0.9931299663805269,0.35171385991058124,0.058942417749880474,High,0.16711114716281164,5,8
Shinchan,South Africa,0.4964193919541636,0.32786885245901637,0.3368592345696959,Medium,1.024296560926746,7,14
Spongebob Squarepants,Nigeria,0.049617580925075844,0.518628912071535,1.0,Low,1.9244502697385213,8,11
Doraemon,Australia,0.4533768674936671,0.26825633383010433,1.0,Medium,3.7139330606461467,0,0
Mickey Mouse,Australia,0.28454526880709585,0.27421758569299554,0.7418715719944997,Low,2.6955820069654104,1,0
Mr Bean,Uk,0.1526761322919591,0.18479880774962743,0.3151833585108767,Low,1.6963691119891415,3,21
Shinchan,Canada,0.8929181120972305,0.30998509687034276,0.3507356537188044,High,1.1278214205391155,7,2
Pokemon,Saudi Arabia,0.7535211475827056,0.33979135618479883,1.0,High,2.9343467252078312,6,13
Spongebob Squarepants,Italy,0.5046317576609416,0.8852459016393442,0.7675546787817085,Medium,0.866074164475023,8,8
Tom And Jerry,Canada,0.5046317576609416,0.2593144560357675,0.06470296016524846,Medium,0.2485569228485651,9,2
Shinchan,UAE,0.918597930735358,0.029806259314456036,0.23969099345375997,High,7.7805939048654125,7,17
Mr Bean,France,0.8378793145483577,0.35171385991058124,0.16321492506094906,High,0.46274032186409325,3,5
Pokemon,Germany,0.25004868243784584,0.11326378539493294,1.0,Low,8.751679252911792,6,6
Doraemon,Italy,0.8085941242631549,0.22354694485842028,0.5430039983584303,High,2.4182203801561464,0,8
Spongebob Squarepants,India,0.9284550620067289,0.47391952309985097,0.17442754920081713,High,0.3672781191691377,8,7
Peppa Pig,Russia,0.6642926134244654,0.30998509687034276,0.2739555231137086,High,0.8809281405144868,5,12
Peppa Pig,Spain,0.3159084582844631,0.4232488822652757,0.4957912933395089,Low,1.168633116231757,5,16
Paw Patrol,Uk,0.09361627747633516,0.5782414307004471,0.09014548163740091,Low,0.1556267850667943,4,21
Mickey Mouse,Australia,0.46996298354641886,0.5722801788375559,0.9430730619025692,Medium,1.6450473899426366,1,0
Spongebob Squarepants,South Africa,0.0,0.14307004470938897,0.6682202321567066,,4.638162176631566,8,14
Doraemon,Russia,0.09047427523632744,0.7600596125186289,0.05277262102623505,Low,0.06934098217561545,0,12
Mickey Mouse,Australia,0.7745938141054368,0.5901639344262295,0.4863062501858968,High,0.8226250315115972,1,0
Pokemon,Germany,0.28015972827207547,0.5543964232488823,1.0,Low,1.800515736400203,6,6
Pokemon,Mexico,0.9095737170643671,0.12518628912071536,1.0,High,7.9247912508414915,6,10
Shinchan,Nigeria,0.5185194299123728,0.4828614008941878,0.058132647782615,Medium,0.12014318082654339,7,11
Mickey Mouse,South Africa,0.18832488925196111,0.10134128166915052,1.0,Low,9.771228029299122,1,14
Spongebob Squarepants,Uk,0.9803997427181191,0.16095380029806258,1.0,High,6.174600399370577,8,21
Shinchan,South Africa,0.045513001374709816,0.35171385991058124,0.3742353066518194,Low,1.0610167310881806,7,14
Paw Patrol,UK,0.8586660546579172,0.2444113263785395,0.4568368957230117,High,1.8615151242789616,4,18
Peppa Pig,Uae,0.4265712686029307,0.14307004470938897,0.20091700613515565,Medium,1.3945786338890611,5,20
Spongebob Squarepants,India,0.518339584227457,0.45305514157973176,0.24664647614213414,Medium,0.54320819996446,8,7
Spongebob Squarepants,Australia,0.15316111968599389,0.34873323397913564,0.2641409104931505,Low,0.7552639693055554,8,0
Peppa Pig,Germany,0.09484926678527406,0.23248882265275708,0.37719712450528514,Low,1.6154825752248108,5,6
Tom And Jerry,Unknown,0.05392537559384636,0.26825633383010433,0.07157066930529933,Low,0.26580867490552357,9,22
Peppa Pig,Brazil,0.18537697441372036,0.40536512667660207,0.006686315856143375,Low,0.016453960778638744,5,1
Mickey Mouse,Russia,0.26120565900153625,0.16095380029806258,1.0,Low,6.174600399370577,1,12
Pokemon,Uk,0.15106119224328865,0.16691505216095381,0.9762955004588337,Low,5.814222655411573,6,21
Shinchan,China,0.662511261770773,0.13114754098360656,0.4617405324066534,High,3.494128827292626,7,3
Doraemon,Spain,0.5473977289475233,0.849478390461997,0.218464449226696,Medium,0.2568724281260359,0,16
Pokemon,Uk,0.9044791912394952,0.14307004470938897,0.5345538216794039,High,3.710374510937924,6,21
Doraemon,Australia,0.04435129596382426,0.5007451564828614,0.15571753730319834,Low,0.31035184952207373,0,0
Shinchan,China,0.9063488172991576,0.21460506706408344,0.17879590894824213,High,0.8292750786561957,7,3
Peppa Pig,Uk,1.0,0.4232488822652757,0.33839032823143933,High,0.7976222033269837,5,21
Paw Patrol,Usa,0.8097081675831765,0.07749627421758569,0.34195957935317894,High,4.356379748741871,4,23
Peppa Pig,Canada,0.6379494017236398,0.36363636363636365,0.4385914962512216,Medium,1.2028188628181096,5,2
Motu Patlu,Germany,0.031173523065605835,0.0,0.17887957598965756,Low,178.87957598965755,2,6
Paw Patrol,Australia,0.2323419415762603,0.07153502235469449,0.07886748944382913,Low,1.0873022008343642,4,0
Tom And Jerry,Spain,0.3710983352822706,0.15201192250372578,0.4633123610882698,Medium,3.0279494140529364,9,16
Mickey Mouse,South Africa,0.6981047347306403,0.20268256333830104,0.9425984616873283,High,4.627781810275752,1,14
Peppa Pig,India,0.7263972767747111,0.22056631892697467,0.1295579752484318,High,0.5847367771232973,5,7
Mr Bean,Australia,0.13712637781440473,0.03576751117734724,0.5008700906127754,Low,13.622627003411791,3,0
Tom And Jerry,Germany,0.27001636424420505,0.20566318926974664,0.43072058222659354,Low,2.0841669179139424,9,6
Peppa Pig,Canada,0.4411573084017015,1.0,0.4938571110331068,Medium,0.49336374728582105,5,2
Peppa Pig,Australia,0.8022276147427132,0.34575260804769004,0.43685826746551926,High,1.259855751122243,5,0
Pokemon,Egypt,0.44726269143477015,0.16691505216095381,0.5248149224397805,Medium,3.1254787208517953,6,4
Spongebob Squarepants,South Korea,0.009619761735025987,0.09836065573770492,0.6524472856595956,Low,6.566455110581642,8,15
Doraemon,Canada,0.07843829172269601,0.43815201192250375,0.29575901979065417,Low,0.6734775470932971,0,2
Motu Patlu,Nigeria,0.013551466466488526,0.0,0.46300109011856,Low,463.00109011856,2,11
Paw Patrol,Spain,0.8951800283163539,0.13710879284649777,0.2189677863915033,High,1.5854731757367322,4,16
Paw Patrol,Japan,0.17063830545237324,0.32190760059612517,0.3724914972442009,Low,1.153554442684341,4,9
Peppa Pig,India,0.8503114288347824,0.22056631892697467,0.23864512356922463,High,1.0770821338051786,5,7
Mickey Mouse,Uk,0.8927135335557123,0.14903129657228018,0.21293659628196535,High,1.419281184305299,1,21
Mickey Mouse,Germany,0.2828563926031715,0.518628912071535,1.0,Low,1.9244502697385213,1,6
Mr Bean,Japan,0.7951615247285279,0.5067064083457526,0.5128225320374405,High,1.010076933455218,3,9
Tom And Jerry,Italy,0.8591959123771988,0.38450074515648286,0.49545383181575153,High,1.2852214633583559,9,8
Motu Patlu,Egypt,0.8819693175739539,0.35171385991058124,0.16125442747727695,High,0.45718199879686494,2,4
Pokemon,South Africa,0.5721691136808786,0.36959761549925485,0.5361854997708047,Medium,1.446813140037278,6,14
Paw Patrol,Egypt,0.43521708106049406,0.35171385991058124,0.2211026561941308,Medium,0.6268612643976734,4,4
Spongebob Squarepants,China,0.6112140432789533,0.5365126676602087,0.8183779899599569,Medium,1.522527819711402,8,3
Pokemon,Spain,0.7862344176512739,0.5842026825633383,1.0,High,1.7088096650885856,6,16
Pokemon,Uk,0.45028142516218356,0.07153502235469449,0.6065939112466809,Medium,8.362772789680157,6,21
Motu Patlu,Uae,0.3207087699941616,0.12518628912071536,0.5406425338666666,Low,4.284479222219335,2,20
Paw Patrol,Italy,0.39037626938695613,0.5424739195230999,0.135840108794812,Medium,0.24994779678482482,4,8
Spongebob Squarepants,India,0.928535936279078,0.4292101341281669,0.38017293619219594,High,0.8836912616264311,8,7
Paw Patrol,Egypt,0.9383875270437554,0.518628912071535,0.4455726018632814,High,0.8574823138438866,4,4
Doraemon,Russia,0.2642028744590088,0.7242921013412816,0.43860595844126,Low,0.604730090993886,0,12
Peppa Pig,South Korea,0.8706699593434426,0.4292101341281669,0.1553264318419988,High,0.36104782179706724,5,15
Shinchan,South Korea,1.0,0.488822652757079,0.024878591422681638,High,0.050791018509754066,7,15
Doraemon,Australia,0.02113478276048475,0.28614008941877794,0.4092719573806912,Low,1.4253389633231976,0,0
Pokemon,South Korea,0.7578938438001174,0.2444113263785395,0.022437653861258993,High,0.09142876244696871,6,15
Peppa Pig,Brazil,0.9011117835554661,0.07749627421758569,0.29767457282039606,High,3.792212761528844,5,1
Spongebob Squarepants,Japan,0.0,0.8941877794336811,1.0,,1.1170840609917907,8,9
Peppa Pig,Germany,0.20780814976253192,0.5424739195230999,0.5428537872039213,Low,0.9988589474178949,5,6
Pokemon,Italy,0.8162942378307209,0.36959761549925485,0.23718486010331055,High,0.6400064387456574,6,8
Mickey Mouse,Italy,0.44351428462109865,0.23845007451564829,1.0,Medium,4.176235910649713,1,8
Tom And Jerry,Russia,0.8850529882355963,0.8047690014903129,0.4537661836033313,High,0.5631467365511287,9,12
Mickey Mouse,South Africa,0.3835498833605908,0.06557377049180328,0.732544669456604,Medium,11.00350279164069,1,14
Peppa Pig,Brazil,0.7436557212229338,0.08345752608047691,1.0,High,11.840271038097086,5,1
Shinchan,France,0.4563908804672143,0.16691505216095381,0.24132021858352395,Medium,1.4371565590927973,7,5
Spongebob Squarepants,Japan,0.0,0.32786885245901637,0.1268006545943338,,0.38556602015125674,8,9
Shinchan,France,0.9510888341889636,0.04769001490312966,1.0,High,20.538091885770253,7,5
Pokemon,Uae,0.044289060558582616,0.029806259314456036,1.0,Low,32.460935610275264,6,20
Paw Patrol,Brazil,0.26107709121369194,0.34575260804769004,0.2878788475712144,Low,0.8302139360740481,4,1
Doraemon,Japan,0.3413914929515526,0.35767511177347244,0.05040873277987314,Medium,0.14054148482906073,0,9
Motu Patlu,Italy,0.7077316352166648,0.27421758569299554,0.49643621105387714,High,1.8037953853997193,2,8
Tom And Jerry,Australia,0.27403011021532986,0.6080476900149031,0.3324536793314415,Low,0.5458582058217912,9,0
Spongebob Squarepants,Australia,0.4007113267847462,0.10730253353204172,1.0,Medium,9.2333943388697,8,0
Pokemon,Uk,0.777175556860856,0.11326378539493294,0.9183605802565648,High,8.037197236923411,6,21
Shinchan,Italy,0.5566578222096257,0.5901639344262295,0.46355227442759167,Medium,0.7841349030831949,7,8
Motu Patlu,China,0.7657533671330703,0.40536512667660207,0.015561668846029051,High,0.0382947940766913,2,3
Shinchan,South Korea,0.41070703796928987,0.5007451564828614,0.24479123197736544,Medium,0.48787961142127534,7,15
Paw Patrol,India,0.5389732873335193,0.03576751117734724,0.29362037003253477,Medium,7.985864711273593,4,7
Mr Bean,Russia,0.6831704381657505,0.35171385991058124,0.42753520603185363,High,1.2121304395019827,3,12
Shinchan,Australia,0.25042132421597374,0.30998509687034276,0.24078041121136673,Low,0.774250642987416,7,0
Mickey Mouse,Japan,0.8275856835907441,0.20268256333830104,0.34714451371425065,High,1.7043408528675592,1,9
Shinchan,Brazil,0.5347362028214928,0.38152011922503726,0.1565088600726247,Medium,0.4091519692864842,7,1
Doraemon,France,0.6280500879753865,0.7153502235469449,0.29282826345673546,Medium,0.4087780722770242,0,5
Spongebob Squarepants,Usa,0.742988139499407,0.6616989567809239,0.5944495904516569,High,0.8970130167990757,8,23
Tom And Jerry,Mexico,0.22648487166709147,0.4292101341281669,0.48225886809095087,Low,1.1209844441908887,9,10
Shinchan,Saudi Arabia,0.3472199480361309,0.5961251862891207,0.4665710419819432,Medium,0.7813621878545837,7,13
Paw Patrol,Usa,0.8730917668037695,0.44709388971684055,0.4977269056210282,High,1.1107647683737705,4,23
Pokemon,Egypt,0.8401434535966575,0.5126676602086438,1.0,High,1.9467840346301255,6,4
Spongebob Squarepants,Canada,0.7900675800708331,0.07153502235469449,0.4634897034186723,High,6.389874689115266,8,2
Mickey Mouse,South Africa,0.5652324472531894,0.21460506706408344,1.0,Medium,4.638109918366501,1,14
Spongebob Squarepants,Usa,0.0,0.563338301043219,0.34714451371425065,,0.6151354835787853,8,23
Doraemon,Uae,0.9155569709162577,0.5901639344262295,0.2975217455753606,High,0.5032812867113224,0,20
Mickey Mouse,Italy,0.3444743626917435,0.03576751117734724,0.24267001617521242,Medium,6.600120824189029,1,8
Shinchan,Russia,0.5528577380638179,1.0,0.5352678609302106,Medium,0.5347331278024082,7,12
Shinchan,Japan,0.022065758465033336,0.029806259314456036,0.34592243745371737,Low,11.228965968334592,7,9
Mickey Mouse,Australia,0.4728219092426138,0.13710879284649777,0.6348545351087181,Medium,4.596771299089789,1,0
Pokemon,Saudi Arabia,0.17816739418187033,0.06557377049180328,0.09913770549993478,Low,1.489140614502837,6,13
Motu Patlu,Australia,0.29707718354202783,0.518628912071535,0.5380042813072913,Low,1.035362484282296,2,0
Mr Bean,South Korea,0.08403808368583988,0.5901639344262295,0.37880582456495365,Low,0.6407796594232599,3,15
Shinchan,Saudi Arabia,0.29354621754194954,0.5245901639344263,0.06351643352414527,Low,0.12084783521951471,7,13
Mr Bean,Usa,0.5046317576609416,0.19672131147540983,0.28838290376159015,Medium,1.4585322219929524,3,23
Peppa Pig,Australia,0.24515887927102112,0.35767511177347244,0.2364381553449183,Low,0.6591986663804121,5,0
Doraemon,South Africa,0.9523636879520155,1.0,0.10971278145158522,High,0.10960317827331192,0,14
Mr Bean,Saudi Arabia,0.797142393836159,0.15499254843517138,0.2748226736687661,High,1.761767958954649,3,13
Mickey Mouse,Nigeria,0.6561395438721299,0.17287630402384502,0.8687821970362206,Medium,4.996553164122224,1,11
Mickey Mouse,Unknown,0.5041986456582894,0.07749627421758569,0.2743401894381721,Medium,3.4949453610718137,1,22
Paw Patrol,Nigeria,0.7762422567239299,0.4828614008941878,0.3455699077579264,High,0.7141919300016589,4,11
Pokemon,Nigeria,0.004384581877302507,0.29210134128166915,0.14470445373719842,Low,0.49370109704867593,6,11
Motu Patlu,Australia,0.3183193321465413,0.5543964232488823,0.40210569072110725,Low,0.7239976238394266,2,0
Paw Patrol,South Korea,0.0561124780787261,0.488822652757079,0.26218822335357844,Low,0.5352717394301632,4,15
Paw Patrol,Italy,0.43881516983297,0.5901639344262295,0.2887766523029317,Medium,0.48848827793125077,4,8
Spongebob Squarepants,Uk,0.20028651292924082,0.23248882265275708,0.20938394722426606,Low,0.8967621869234417,8,21
Peppa Pig,France,0.49678055924201225,0.36959761549925485,0.44034301981376056,Medium,1.188197121075772,5,5
Doraemon,Russia,0.4009735528608158,0.16989567809239942,0.2473642314339695,Medium,1.4474575027007135,0,12
Pokemon,South Korea,0.9029588277906395,0.2563338301043219,0.5563432672906047,High,2.1619515283515804,6,15
Peppa Pig,South Korea,0.4334547718331755,0.26825633383010433,0.14540798198294227,Medium,0.5400355115682886,5,15
Paw Patrol,Australia,0.8034847989893605,0.5365126676602087,0.28815844473282803,High,0.5360960998132026,4,0
Paw Patrol,South Korea,0.06039557029795207,0.30998509687034276,0.3510272230754855,Low,1.1287589875145603,4,15
Shinchan,Saudi Arabia,0.23181446363699887,0.518628912071535,0.033613262425231806,Low,0.06468705194102906,7,13
Mickey Mouse,South Korea,0.036259573448944926,1.0,0.650296581670421,Low,0.6496469347356855,1,15
Motu Patlu,Usa,0.8692879547831855,0.12518628912071536,0.4737385001790782,High,3.7542787214059294,2,23
Doraemon,China,0.5706110261860997,0.563338301043219,0.44967996357663254,Medium,0.7968269435999072,0,3
Mickey Mouse,Mexico,0.7494838345604723,0.43517138599105815,0.6693506335732587,High,1.5346046418253143,1,10
Motu Patlu,India,0.978745665091144,0.22056631892697467,0.4537308638810492,High,2.047833199912451,2,7
Mickey Mouse,Usa,0.2844479344717221,0.5424739195230999,0.1448764591984365,Low,0.2665748143453987,1,23
Spongebob Squarepants,Egypt,0.3591502577029587,0.6795827123695977,0.527778056705454,Medium,0.7754796692791082,8,4
Spongebob Squarepants,Nigeria,0.1646892112694699,0.15201192250372578,1.0,Low,6.535438439286653,8,11
Tom And Jerry,France,0.22726345977113618,0.20566318926974664,0.17196873040240446,Low,0.8321207613705346,9,5
Motu Patlu,South Africa,0.6362903687093976,0.5782414307004471,0.33967569670058534,Medium,0.5864147118928162,2,14
Motu Patlu,South Korea,0.6591054713003189,0.05365126676602086,0.24373921634575485,Medium,4.459900579967863,2,15
Peppa Pig,France,0.126647415933542,0.29210134128166915,0.25857781220730297,Low,0.8822129952616313,5,5
Paw Patrol,Spain,0.08859376133725538,0.4292101341281669,0.12860378272697162,Low,0.2989324809551287,4,16
Tom And Jerry,Australia,0.7167217274693146,0.07153502235469449,0.016275533810054612,High,0.22438173011745485,9,0
Spongebob Squarepants,Italy,0.7834182877527337,0.4113263785394933,1.0,High,2.4252632187688627,8,8
Tom And Jerry,Japan,0.15218862216667142,0.6259314456035767,0.14338391410985188,Low,0.2287074848699117,9,9
Pokemon,South Africa,0.443948477693932,0.518628912071535,1.0,Medium,1.9244502697385213,6,14
Tom And Jerry,Australia,0.1529226005324472,0.6080476900149031,0.03376932864007742,Low,0.05544611562232689,9,0
Mr Bean,South Africa,0.7003688288519032,0.5007451564828614,0.2396259500285544,High,0.4775849790126266,3,14
Motu Patlu,Saudi Arabia,0.5069417723602091,0.35171385991058124,0.08820481310932363,Medium,0.25007470115204716,2,13
Spongebob Squarepants,Saudi Arabia,0.2840601835126665,0.6616989567809239,1.0,Low,1.5089807970387097,8,13
Mr Bean,Saudi Arabia,0.7929788504924035,0.2563338301043219,0.18295188751586328,High,0.7109515582995654,3,13
Pokemon,China,0.0,0.35171385991058124,1.0,,2.8351593562371393,6,3
Pokemon,China,0.8974749345469928,0.5245901639344263,0.34714451371425065,High,0.6604851793945694,6,3
Mickey Mouse,Egypt,0.8280527866159701,0.40536512667660207,1.0,High,2.4608410868775925,1,4
Peppa Pig,Japan,0.668333711178209,0.18479880774962743,0.07763707314375133,High,0.41785560458692994,5,9
Shinchan,France,0.7829986274189463,0.5663189269746647,0.3609054158328177,High,0.6361596602415752,7,5
Mickey Mouse,Australia,1.0,0.40536512667660207,1.0,High,2.4608410868775925,1,0
Mickey Mouse,Russia,0.8956991846981438,0.09538002980625931,0.20800221448947975,High,2.1581464013613663,1,12
Tom And Jerry,Saudi Arabia,0.741817357937136,0.12518628912071536,0.4397071919110601,High,3.48458770738885,9,13
Spongebob Squarepants,India,0.0,0.31594634873323396,0.25405429504853844,,0.8015687704368216,8,7
Spongebob Squarepants,China,0.9741515763168076,0.10730253353204172,0.7165544307754114,High,6.616229624613684,8,3
Mr Bean,Germany,0.7026552199260817,0.5603576751117735,0.01806358516306809,High,0.032178388154168194,3,6
Mr Bean,Canada,0.32197765412807433,0.2503725782414307,0.32677467106375674,Low,1.2999614888379196,3,2
Mickey Mouse,Saudi Arabia,0.35161688080173503,0.11326378539493294,0.09792098189827525,Medium,0.8569730257038866,1,13
Pokemon,Russia,0.854866658755026,0.488822652757079,0.11466939466414697,High,0.23410390274664516,6,12
Peppa Pig,Russia,0.069226479999702,0.488822652757079,1.0,Low,2.041555233044595,5,12
Pokemon,Nigeria,0.4552693094925253,0.4292101341281669,0.88573699874142,Medium,2.05884735964296,6,11
Tom And Jerry,Usa,0.8993817517493163,0.4202682563338301,0.19667178461255044,High,0.4668564071836918,9,23
Mr Bean,Japan,0.446077777182442,0.07749627421758569,0.29406582624080396,Medium,3.746239285519156,3,9
Motu Patlu,Uk,0.42014038407897014,0.45901639344262296,0.3501921031396377,Medium,0.7612600510145006,2,21
Peppa Pig,Egypt,0.881986652714473,0.07749627421758569,0.28165018192226965,High,3.5880707043694433,5,4
Doraemon,Usa,0.28142214267272603,0.43815201192250375,0.2997927338353415,Low,0.6826627812153695,0,23
Tom And Jerry,Japan,0.9770297488022187,0.8226527570789866,0.4308639250110991,High,0.5231135588486595,9,9
Mickey Mouse,South Korea,0.892539053867444,0.26229508196721313,0.7095697738088181,High,2.6949602267815145,1,15
Pokemon,France,1.0,0.04769001490312966,0.8550059628280422,High,17.560191027443796,6,5
Motu Patlu,Saudi Arabia,0.4841625927138292,0.029806259314456036,0.037079085271207284,Medium,1.2036217994765654,2,13
Shinchan,Uae,0.6862595774987014,0.5126676602086438,0.23137555648038258,High,0.45043823935966965,7,20
Spongebob Squarepants,Brazil,0.5725888165675009,0.19672131147540983,1.0,Medium,5.057623745958047,8,1
Tom And Jerry,South Africa,0.3059438977415406,0.5275707898658718,0.13194059672058248,Low,0.24961764677549292,9,14
Motu Patlu,Japan,0.117189102774225,0.28614008941877794,0.3297968918224127,Low,1.1485574601929658,2,9
Mr Bean,Spain,0.2484184664271335,0.18479880774962743,0.012944502041465748,Low,0.06966945696933141,3,16
Tom And Jerry,Canada,0.6986691217478003,0.27719821162444114,0.43521413827937483,High,1.5644030769935369,9,2
Tom And Jerry,Canada,1.0,0.4113263785394933,0.0293095342848738,High,0.07108333546034937,9,2
Doraemon,Brazil,0.7346711110122425,0.8941877794336811,0.10741896802080024,High,0.11999601702422284,0,1
Tom And Jerry,Nigeria,0.38052938147984017,0.46497764530551416,0.07708815511555071,Medium,0.16543316163806215,9,11
Shinchan,Spain,0.37009235618983477,0.5126676602086438,0.4080513420994785,Medium,0.7943878381086603,7,16
Motu Patlu,Italy,0.5448200889626426,0.34575260804769004,0.26812484303782363,Medium,0.7732453536469076,2,8
Doraemon,Italy,0.9350303827473845,0.12518628912071536,0.38498611719294523,High,3.0509346132260897,0,8
Mickey Mouse,Spain,0.48672071689442,0.23248882265275708,0.5532316339429778,Medium,2.369413780315043,1,16
Tom And Jerry,France,0.6766072159173159,0.12518628912071536,0.3756995345606836,High,2.9773403844317263,9,5
Mickey Mouse,Australia,0.07423847196205348,0.5305514157973175,0.11302572554623297,Low,0.21263366475413564,1,0
Peppa Pig,India,0.5068478612099372,0.10730253353204172,0.13769384108211466,Medium,1.2713815327448217,5,7
Mickey Mouse,Usa,0.3000825127461417,0.26825633383010433,0.8708774968802812,Low,3.2343807274364376,1,23
Paw Patrol,Nigeria,0.5252848719700405,0.029806259314456036,0.15756259910800663,Medium,5.114629384232618,4,11
Mr Bean,India,0.5583510522719097,0.22652757078986588,0.15198688847654054,Medium,0.6679932807655593,3,7
Tom And Jerry,South Africa,0.212413883685997,0.29508196721311475,0.04458791518767054,Low,0.15059314691589076,9,14
Mr Bean,Canada,0.46897769398983324,0.28017883755588674,0.2079147446055933,Medium,0.7394395197478845,3,2
Doraemon,Russia,0.5046317576609416,0.10730253353204172,0.5251054155237412,Medium,4.848505371006734,0,12
Mr Bean,Nigeria,0.016961398038417338,0.21460506706408344,0.27156028761001755,Low,1.259526463398482,3,11
Spongebob Squarepants,South Korea,0.11634856001328586,0.563338301043219,0.6567864094167515,Low,1.1638168244165523,8,15
Shinchan,Japan,0.18087231187326847,0.19672131147540983,0.3487686835440275,Low,1.763940775738801,7,9
Pokemon,Saudi Arabia,0.8472545302731728,0.0,0.6437330290408764,High,643.7330290408763,6,13
Pokemon,Unknown,0.5714088898593515,0.35767511177347244,1.0,Medium,2.7880384425211178,6,22
Mr Bean,Mexico,0.32545860092441603,0.26229508196721313,0.31588105802358296,Low,1.1997225913354437,3,10
Spongebob Squarepants,Italy,0.12557534895329336,0.5454545454545454,1.0,Low,1.829978372982865,8,8
Doraemon,Australia,0.4196072475230186,0.31296572280178836,0.12521037204577293,Medium,0.3988026811602624,0,0
Pokemon,Uk,0.5046317576609416,0.44709388971684055,0.6496830566465154,Medium,1.4498815349994238,6,21
Mickey Mouse,France,1.0,0.5126676602086438,0.6146411020958855,High,1.196573484587735,1,5
Motu Patlu,Brazil,0.7627770352781182,0.041728763040238454,0.09659372831513087,High,2.260625429857794,2,1
Peppa Pig,South Africa,1.0,0.35171385991058124,0.21550211149816395,High,0.6109828277028787,5,14
Mickey Mouse,Nigeria,0.19627909908718277,0.35767511177347244,0.885801453078726,Low,2.4696485036245543,1,11
Tom And Jerry,Egypt,0.029876335176861724,0.5424739195230999,0.15861934912067988,Low,0.29186193379779635,9,4
Pokemon,Russia,0.06442651051006021,0.47093889716840537,0.04109778585930324,Low,0.08708285353440155,6,12
Doraemon,Spain,0.3151352288180985,0.33084947839046197,0.24739531497211303,Low,0.7455046070044499,0,16
Peppa Pig,Usa,0.7097657205954658,0.36363636363636365,0.4558807198770549,High,1.2502338366112202,5,23
Mickey Mouse,Italy,0.6584190881271756,0.5961251862891207,0.23240819732434545,Medium,0.3892118481363408,1,8
Shinchan,Usa,0.9778076667273868,0.29210134128166915,0.14992171192078252,High,0.5115012823387539,7,23
Peppa Pig,Unknown,0.16363437325770325,0.5245901639344263,0.19614214860172288,Low,0.37318458765182294,5,22
Mickey Mouse,South Korea,0.3760236968078724,0.29806259314456035,0.5511605204262173,Medium,1.8429604138415208,1,15
Shinchan,Germany,0.9649491501867217,0.14307004470938897,0.48106740962185746,High,3.339121679265409,7,6
Doraemon,Italy,0.23841724938685205,0.21460506706408344,1.0,Low,4.638109918366501,0,8
Mickey Mouse,Egypt,0.8392136064380268,0.4292101341281669,0.5802470708046166,High,1.3487526786892265,1,4
Doraemon,India,0.8895596266908189,0.6616989567809239,0.03404153550780328,High,0.05136802338298653,0,7
Pokemon,China,0.5816754837711592,1.0,1.0,Medium,0.9990009990009991,6,3
Motu Patlu,India,0.9883341937837793,0.26229508196721313,0.25036904753162487,High,0.9509066620651961,2,7
Spongebob Squarepants,South Africa,0.914696301980628,0.6885245901639344,1.0,High,1.4502746011744847,8,14
Mr Bean,UAE,0.04029008244324316,0.27421758569299554,0.5310945661193053,Low,1.929726128444931,3,17
Doraemon,Canada,0.5070149559077458,0.8315946348733234,0.3507661518022862,Medium,0.4212928322023768,0,2
Shinchan,India,0.8656980189512921,0.20864381520119224,0.398149318446652,High,1.8991703526505357,7,7
Shinchan,Germany,0.6739649435993017,0.35767511177347244,0.08242747026004557,High,0.22981095580477323,7,6
Tom And Jerry,South Africa,0.7329858269081231,0.23845007451564829,0.17980277510056275,High,0.7508988062094442,9,14
Mr Bean,Egypt,0.4024235250904725,1.0,0.28705179173844597,Medium,0.28676502671173426,3,4
Paw Patrol,Uk,0.009773586087541974,0.06557377049180328,0.4322629788258669,Low,6.492992294601792,4,21
Tom And Jerry,Brazil,0.43223030169011645,0.33979135618479883,0.023752141716499586,Medium,0.06969701926248287,9,1
Mr Bean,Japan,0.910898857814792,0.47690014903129657,0.0,High,0.0,3,9
Paw Patrol,Saudi Arabia,0.28622839219930174,0.47093889716840537,0.262588164466368,Low,0.5564028861402937,4,13
Mr Bean,China,0.4873822466271445,0.45305514157973176,0.045954295600453034,Medium,0.10120862290110967,3,3
Paw Patrol,Brazil,0.06345966017312576,0.20864381520119224,0.17295252566673594,Low,0.8249827236770892,4,1
Tom And Jerry,India,0.6909222281404543,0.6259314456035767,0.18781997243996726,High,0.29958614096816283,9,7
Tom And Jerry,Russia,0.6481193567815929,0.7690014903129657,0.5128449273085774,Medium,0.6660310840439186,9,12
Tom And Jerry,Nigeria,0.3483719769859878,0.32190760059612517,0.23266811444254734,Medium,0.720540842064463,9,11
Doraemon,Nigeria,0.08549712852135627,0.8137108792846498,0.42630176518718854,Low,0.5232552750019729,0,11
Paw Patrol,Usa,0.983624771814496,0.45305514157973176,0.005913840808851165,High,0.013024499157252024,4,23
